ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family,Glottolog_Name
Tenharim,Tenharim,South America,-7.92626,-61.936,tenh1241,,Tupian,Tenharim-Parintintin-Diahoi
Terena,Terêna,South America,-20.6614,-56.0329,tere1279,,Arawakan,Terena-Kinikinao-Chane
TicunaC,Ticuna of Cushillococha,South America,-3.66289,-69.8723,ticu1245,,Ticuna-Yuri,Ticuna
TicunaA,Ticuna of San Martín de Amacayacu,South America,-3.66289,-69.8723,ticu1245,,Ticuna-Yuri,Ticuna
Tinigua,Tinigua,South America,2.716,-73.768,tini1245,,,Tinigua
TobaLany,Toba (Lañagashik dialect),South America,-23.77,-61.96,toba1269,,Guaicuruan,Toba
TobaTak,Toba (Takshek dialect),South America,-23.77,-61.96,toba1269,,Guaicuruan,Toba
Trinitario,Trinitario,South America,-15.3331,-65.4096,trin1274,,Arawakan,Trinitario-Javeriano-Loretano
Trio,Trió,South America,2.53616,-55.7599,trio1238,,Cariban,Trió
Trumai,Trumai,South America,-11.8119,-53.5717,trum1247,,,Trumai
Tsafiki,Tsáfiki,South America,-0.21181,-79.2347,colo1256,,Barbacoan,Tsafiki
Tsimane,Tsimané,South America,-14.64448,-67.83756,mose1249,,,Mosetén-Chimané
Tucano,Tucano,South America,0.579755,-69.5763,tuca1252,,Tucanoan,Tucano
Tunebo,Tunebo (Central dialect),South America,6.8867,-72.097,cent2150,,Chibchan,Central Tunebo
Tupari,Tuparí,South America,-11.8884,-62.2544,tupa1250,,Tupian,Tuparí
Tupinamba,Tupinambá,South America,-22.807778,-42.106389,tupi1273,,Tupian,Tupinambá
Tuyuca,Tuyuca,South America,0.39441,-70.043515,tuyu1244,,Tucanoan,Tuyuca
Umotina,Umotína,South America,-15.5929,-57.4192,umot1240,,Bororoan,Umotína
Urarina,Urarina,South America,-4.44006,-75.4211,urar1246,,,Urarina
Uru,Uru,South America,-16.72547,-68.97119,uruu1244,,Uru-Chipaya,Uru
UruEuWauWau,Uru-Eu-Wau-Wau,South America,-10.9176,-63.8086,urue1240,,Tupian,Uru-Eu-Wau-Wau
Vilela,Vilela,South America,-27.4063,-58.9661,vile1241,,,Vilela
Waimaha,Waimaha,South America,0.30416,-70.1644,waim1255,,Tucanoan,Waimaha
WaimiriA,Waimiri-Atroarí,South America,-0.61832,-60.4259,waim1253,,Cariban,Waimiri-Atroari
Waiwai,Waiwai,South America,1.50881,-59.1417,waiw1244,,Cariban,Waiwai
Waorani,Waorani,South America,-1.12312,-76.683,waor1240,,,Waorani
Wapichana,Wapichana,South America,2.58744,-59.8021,wapi1253,,Arawakan,Wapishana
Warao,Warao,South America,7.50851,-59.3528,wara1303,,,Warao
Warekena,Warekena,South America,1.80835,-66.922505,guar1293,,Arawakan,Baniva de Maroa
Wari,Wari',South America,-10.69948,-64.56152,wari1268,,Chapacuran,Wari'
Waura,Waurá,South America,-13.296,-53.6971,waur1244,,Arawakan,Waurá
WayampiAJ,Wayampi (Alto Jarí dialect),South America,1.73817,-52.6887,waya1270,,Tupian,Wayampi
WayampiAmp,Wayampi (Ampari dialect),South America,1.73817,-52.6887,waya1270,,Tupian,Wayampi
Wayana,Wayana,South America,2.77537,-54.4429,waya1269,,Cariban,Wayana
Wayoro,Wayoró,South America,-12.6945,-61.3064,wayo1238,,Tupian,Wayoró
Wayuu,Wayúu,South America,11.395566,-72.199791,wayu1243,,Arawakan,Wayuu
WichiMP,Wichí (Mision la Paz dialect),South America,-21.988,-63.5971,wich1262,,Matacoan,Wichí Lhamtés Nocten
WounMeu,Woun Meu,South America,8.5,-78.0,woun1238,,Chocoan,Woun Meu
Xavante,Xavánte,South America,-14.3017,-52.4367,xava1240,,Nuclear-Macro-Je,Xavánte
Xerente,Xerénte,South America,-9.59426,-48.2629,xere1240,,Nuclear-Macro-Je,Xerénte
Xeta,Xetá,South America,-24.9408,-52.2266,xeta1241,,Tupian,Xetá
Xipaya,Xipaya,South America,-4.133,-49.948,xipa1240,,Tupian,Xipaya
Xiriana,Xiriâna,South America,0.83868,-63.452927,xiri1243,,Arawakan,Xiriâna
Xokleng,Xokleng,South America,-26.9217,-49.5886,xokl1240,,Nuclear-Macro-Je,Xokleng
Yaathe,Yaathe,South America,-9.02591,-37.1402,fuln1247,,,Fulniô
Yabarana,Yabarana,South America,5.32692,-66.276,yaba1248,,Cariban,Yabarana
Yagua,Yagua,South America,-3.42913,-72.2186,yagu1244,,Peba-Yagua,Yagua
Yamana,Yahgan,South America,-55.2748,-68.2648,yama1264,,,Yámana
Yameo,Yameo,South America,-4.16666,-73.6667,yame1242,,Peba-Yagua,Yameo
Yaminahua,Yaminawa,South America,-9.8846,-71.5964,yami1256,,Pano-Tacanan,Yaminahua
Yanesha,Yánesha,South America,-10.5454,-75.315,yane1238,,Arawakan,Yanesha'
YanomaeD,Yanomae of Demini/Tototopi,South America,2.48999,-62.8522,yano1262,,Yanomamic,Yanomám
YanomamaP,Yanomama of Papiu,South America,2.48999,-62.8522,yano1262,,Yanomamic,Yanomám
Yanomami,Yanomámi,South America,2.48999,-62.8522,yano1262,,Yanomamic,Yanomám
YanomamiP,Yanomamɨ of Parawau,South America,1.67967,-64.8781,yano1261,,Yanomamic,Yanomamö
YanomamiV,Yanomamɨ of Venezuela,South America,1.67967,-64.8781,yano1261,,Yanomamic,Yanomamö
Yanomamo,Yanomamö,South America,1.67967,-64.8781,yano1261,,Yanomamic,Yanomamö
YaroameS,Yãroamë of Serra do Pacu/Ajarani,Australia,,,dang1262,,Pama-Nyungan,Dangedl
Yavitero,Yavitero,South America,2.924844,-67.438886,yavi1244,,Arawakan,Yavitero-Pareni
Yawalapiti,Yawalapití,South America,-12.5104,-53.4236,yawa1261,,Arawakan,Yawalapití
Yawanawa,Yawanawa,South America,-8.87563,-71.8199,yawa1260,,Pano-Tacanan,Yawanawa
Yekwana,Yekwana,South America,4.70705,-64.3877,maqu1238,,Cariban,Ye'kwana
Yine,Yine,South America,-11.1086,-73.3087,yine1238,,Arawakan,Yine
Yora,Yora,South America,-11.3704,-72.0409,yora1241,,Pano-Tacanan,Yora
Yucuna,Yucuna,South America,-0.76075,-71.0033,yucu1253,,Arawakan,Yucuna
Yuhup,Yuhup,South America,0.2485,-69.8079,yuhu1238,,Naduhup,Yuhup
YukpaIra,Yukpa (de Irapa),South America,9.67534,-73.0557,yukp1241,,Cariban,Yukpa
YukpaMa,Yukpa (Macoíta),South America,9.67534,-73.0557,yukp1241,,Cariban,Yukpa
Yuqui,Yuqui,South America,-16.7875,-64.9438,yuqu1240,,Tupian,Yuqui
Yurakare,Yurakaré,South America,-16.7479,-65.1224,yura1255,,,Yuracaré
Yuruti,Yurutí,South America,0.735585,-69.6955,yuru1263,,Tucanoan,Yurutí
Zoe,Zo'é,South America,-1.77208,-55.50746,zoee1240,,Tupian,Zo'é
