web-scraper-order,web-scraper-start-url,language,language-href,name,code,family,suprasegmental,bibliography,notes,vowels,consonants,location
"1602245131-349","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Apinayé","https://linguistics.berkeley.edu/~saphon/en/inv/Apinaye.html","Apinayé","apn","Macro-Ge","None","Albuquerque, Francisco Edviges. 2007. Contribuicao da fonologia ao processo de educação indigena apinaye. PhD dissertation, Universidade Federal Fluminense.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;ĩ</td><td>ɨ&nbsp;ɨ̃</td><td>u&nbsp;ũ</td></tr>
<tr><td class=""header"">Mid-high</td><td>e&nbsp;ẽ</td><td>ɘ</td><td>o&nbsp;õ</td></tr>
<tr><td class=""header"">Mid</td><td></td><td>ə&nbsp;ə̃</td><td></td></tr>
<tr><td class=""header"">Mid-low</td><td>ɛ</td><td></td><td>ʌ&nbsp;ɔ</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Labio-<br>dental</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Plain stop/affricate</td><td>p</td><td></td><td>t</td><td>tʃ</td><td></td><td>k</td><td>ʔ</td></tr>
<tr><td class=""header"">Prenasalized stop/affricate</td><td>mb</td><td></td><td>nd</td><td>ndʒ</td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>f</td><td>s</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td></td><td>n</td><td></td><td>ɲ</td><td>ŋ</td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","5°18'00""S 48°00'00""W"
"1602245023-305","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Carib (French Guiana dialect)","https://linguistics.berkeley.edu/~saphon/en/inv/CaribFrG.html","Carib (French Guiana dialect)","car_frg","Carib","None","Renault-Lescure, Odile. 2009. La langue kali'na. Langues de Guyane. La Roque d'Anthéron: Vents d'ailleurs. 66-77.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i</td><td>ɨ</td><td>u</td></tr>
<tr><td class=""header"">Mid</td><td>e</td><td></td><td>o</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Retroflex</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Stop</td><td>p</td><td>t</td><td></td><td></td><td>k</td><td>ʔ</td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s</td><td></td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td></td><td>ɭ</td><td></td><td></td><td></td></tr>
</tbody></table>","5°42'50""N 53°56'13""W; 4°17'42""N 52°06'32""W"
"1602245082-329","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Aymara (Central dialect)","https://linguistics.berkeley.edu/~saphon/en/inv/Aymara.html","Aymara (Central dialect)","ayr","Aymaran","None","Apaza, Ignacio. 2007. Estudios de lingüística y sociolingüística andina: teoría, discusión y análisis. La Paz: Instituto de Estudios Bolivianos. 35-40.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;iː</td><td></td><td>u&nbsp;uː</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a&nbsp;aː</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Uvular</td></tr>
<tr><td class=""header"">Aspirated stop/affricate</td><td>pʰ</td><td>tʰ</td><td>tʃʰ</td><td></td><td>kʰ</td><td>qʰ</td></tr>
<tr><td class=""header"">Creaky stop/affricate</td><td>pʼ</td><td>tʼ</td><td>tʃʼ</td><td></td><td>kʼ</td><td>qʼ</td></tr>
<tr><td class=""header"">Plain stop/affricate</td><td>p</td><td>t</td><td>tʃ</td><td></td><td>k</td><td>q</td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s</td><td></td><td></td><td>x</td><td>χ</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td>ɲ</td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td>l</td><td></td><td>ʎ</td><td></td><td></td></tr>
</tbody></table>","18°20'38""S 68°40'05""W"
"1602244422-57","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Uru-Eu-Wau-Wau","https://linguistics.berkeley.edu/~saphon/en/inv/UruEuWauWau.html","Uru-Eu-Wau-Wau","urz","Tupí","None","Sampaio, Wany Bernadette de Araújo. 1998. Estudo comparativo sincrônico entre o parintintin (tenharim) e o uru-eu-uau-uau (amondawa): contribuições para uma revisão na classificação das línguas Tupi-Kawahib. MA thesis, Universidade Estadual de Campinas.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;ĩ</td><td>ɨ&nbsp;ɨ̃</td><td>u&nbsp;ũ</td></tr>
<tr><td class=""header"">Mid</td><td>e&nbsp;ẽ</td><td></td><td>o&nbsp;õ</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a&nbsp;ã</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Labio-<br>velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Stop/affricate</td><td>p</td><td>t</td><td>tʃ</td><td></td><td>k</td><td>kʷ</td><td>ʔ</td></tr>
<tr><td class=""header"">Fricative</td><td>β</td><td></td><td></td><td></td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td>ɲ</td><td>ŋ</td><td>ŋʷ</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","9°59'35""S 63°10'55""W"
"1602244927-266","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Gavião do Pará","https://linguistics.berkeley.edu/~saphon/en/inv/GaviaoP.html","Gavião do Pará","gvp","Macro-Ge","None","Amado, Rosane de Sá. 2004. Aspectos morfofonológicos do Gavião-Pykobjê. PhD dissertation, USP.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i</td><td>ɨ</td><td>u</td></tr>
<tr><td class=""header"">Mid</td><td>e&nbsp;ẽ</td><td>ə&nbsp;ə̃</td><td>o&nbsp;õ</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Aspirated stop</td><td></td><td></td><td></td><td></td><td>kʰ</td><td></td></tr>
<tr><td class=""header"">Plain stop/affricate</td><td>p</td><td>t</td><td>tʃ</td><td></td><td>k</td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td></td><td></td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","4°44'42""S 49°15'07""W"
"1602244881-247","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Ikpeng","https://linguistics.berkeley.edu/~saphon/en/inv/Ikpeng.html","Ikpeng","txi","Carib","None","Pacheco, Frantomé. 2007. Morfofonologia dos prefixos pessoais em Ikpeng (Karib). Estudos Lingüísticos XVVI. 268-277.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i</td><td>ɨ</td><td>u</td></tr>
<tr><td class=""header"">Mid</td><td>e</td><td></td><td>o</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td></tr>
<tr><td class=""header"">Plain stop/affricate</td><td>p</td><td>t</td><td>tʃ</td><td></td><td>k</td></tr>
<tr><td class=""header"">Voiced stop</td><td></td><td></td><td></td><td></td><td>ɡ</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td>ŋ</td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td>w</td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td>l</td><td></td><td></td><td></td></tr>
</tbody></table>","11°22'12""S 53°25'23""W"
"1602244678-163","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Muylaq' Aymara","https://linguistics.berkeley.edu/~saphon/en/inv/AymaraMul.html","Muylaq' Aymara","ayr_muy","Aymaran","None","Coler, Matt, and Edwin Banegas Flores. A grammatical description of Muylaq' Aymara. Under review.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i</td><td></td><td>u</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Uvular</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Aspirated stop/affricate</td><td>pʰ</td><td>tʰ</td><td>tʃʰ</td><td></td><td>kʰ</td><td>qʰ</td><td></td></tr>
<tr><td class=""header"">Creaky stop/affricate</td><td>pʼ</td><td>tʼ</td><td>tʃʼ</td><td></td><td>kʼ</td><td>qʼ</td><td></td></tr>
<tr><td class=""header"">Plain stop/affricate</td><td>p</td><td>t</td><td>tʃ</td><td></td><td>k</td><td>q</td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s</td><td></td><td></td><td>x</td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td>ɲ</td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td>w</td><td></td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td>l</td><td></td><td>ʎ</td><td></td><td></td><td></td></tr>
</tbody></table>","16°40'30""S 70°42'40""W"
"1602244448-68","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Trumai","https://linguistics.berkeley.edu/~saphon/en/inv/Trumai.html","Trumai","tpy","Isolate","None","Guiardello, Raquel. 1999. A Reference Grammar of Trumai. PhD dissertation, Rice University. 1-6.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i</td><td>ɨ</td><td>u</td></tr>
<tr><td class=""header"">Mid</td><td>e</td><td></td><td>o</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Dental</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Creaky stop/affricate</td><td></td><td>t̪ʼ</td><td>tʼ&nbsp;tsʼ</td><td></td><td></td><td>kʼ</td><td></td></tr>
<tr><td class=""header"">Plain/voiced stop/affricate</td><td>p</td><td>t̪</td><td>t&nbsp;d&nbsp;ts</td><td></td><td></td><td>k</td><td>ʔ</td></tr>
<tr><td class=""header"">Fricative</td><td>ɸ</td><td></td><td>s</td><td>ʃ</td><td></td><td>x</td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td></td><td>n</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td></td><td>ɬ&nbsp;l</td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","11°33'00""S 53°21'00""W"
"1602244905-257","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Hixkaryána","https://linguistics.berkeley.edu/~saphon/en/inv/Hixkaryana.html","Hixkaryána","hix","Carib","None","Derbyshire, Desmond C. 1985. Hixkaryana and Linguistic Typology. Summer Institute of Linguistics Publications in Linguistics 76. Dallas: Summer Institute of Linguistics and the University of Texas at Arlington. 177-182.","According to Derbyshire (1985:177), phonemic status of /b, d, dʲ/ is marginal.","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td></td><td>ɨ</td><td>u</td></tr>
<tr><td class=""header"">Mid</td><td>e</td><td></td><td>o</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Plain stop/affricate</td><td>p</td><td>t</td><td>tʃ</td><td></td><td>k</td><td></td></tr>
<tr><td class=""header"">Voiced stop</td><td>b</td><td>d</td><td></td><td>dʲ</td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td>ɸ</td><td>s</td><td>ʃ</td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td>ɲ</td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td>ɺ</td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","1°00'00""S 59°00'00""W"
"1602244523-99","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Sharanawa","https://linguistics.berkeley.edu/~saphon/en/inv/Sharanahua.html","Sharanawa","Sharanahua","10°02'02""S 70°56'24""W","null","null","Pike, Eunice V. and Eugene Scott. 1962. The phonological hierarchy of Marinahua. Phonetica 8: 1-8.","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Retroflex</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Stop</td><td>p</td><td>t</td><td></td><td></td><td></td><td>k</td><td></td></tr>
<tr><td class=""header"">Affricate</td><td></td><td>ts</td><td>tʃ</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td>ɸ</td><td>s</td><td>ʃ</td><td>ʂ</td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","<div class=""key"">Family</div><div class=""value"">Panoan</div>","mcd"
"1602245177-367","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Achagua","https://linguistics.berkeley.edu/~saphon/en/inv/Achagua.html","Achagua","aca","Arawak","None","Melendez, Miguel Ángel Lozano. 2000. Esbozo grammatical de la lengua achagua. In María Stella González de Pérez and María Luisa Rodríguez de Montes (eds.), Lenguas indígenas de Colombia: Una visión descriptiva. Bogotá: Instituto Caro y Cuervo.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i&nbsp;iː</td><td></td><td>u&nbsp;uː</td></tr>
<tr><td class=""header"">Mid</td><td>e&nbsp;eː</td><td></td><td>o&nbsp;oː</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a&nbsp;aː</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Labio-<br>velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Stop</td><td>p&nbsp;b</td><td>t&nbsp;d</td><td></td><td></td><td>k</td><td>kʷ</td><td>ʔ</td></tr>
<tr><td class=""header"">Affricate</td><td></td><td>ts</td><td>tʃ</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s</td><td>ʃ&nbsp;ʒ</td><td></td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td></td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ</td><td></td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td>l</td><td></td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","4°00'07""N 72°48'50""W"
"1602244966-282","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Curripaco","https://linguistics.berkeley.edu/~saphon/en/inv/Curripaco.html","Curripaco","kpc","Arawak","None","Granadillo, Tania. 2006. An ethnographic account of language documentation among the Kurripako of Venezuela. PhD dissertation, University of Arizona.","Granadillo describes the sound represented as /ɺ/ as a retroflex trill.","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i</td><td></td><td>u</td></tr>
<tr><td class=""header"">Mid</td><td>e</td><td></td><td></td></tr>
<tr><td class=""header"">Low</td><td></td><td>a</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Retroflex</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Aspirated stop</td><td>pʰ</td><td>tʰ</td><td></td><td></td><td></td><td>kʰ</td><td></td></tr>
<tr><td class=""header"">Plain/voiced stop</td><td>p&nbsp;b</td><td>t&nbsp;d</td><td></td><td></td><td></td><td>k</td><td>ʔ</td></tr>
<tr><td class=""header"">Affricate</td><td></td><td>ts&nbsp;dz</td><td></td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td>ɸ&nbsp;β</td><td></td><td>ʃ</td><td>ʂ</td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>ʰm&nbsp;m</td><td>ʰn&nbsp;n</td><td></td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td></td><td>j</td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ʰɾ&nbsp;ɾ</td><td></td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td>ɺ</td><td></td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","2°18'14""N 68°29'56""W"
"1602244586-125","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Pilagá","https://linguistics.berkeley.edu/~saphon/en/inv/Pilaga.html","Pilagá","plg","Guaicuru","None","Vidal, Alejandra. 2001. Pilagá Grammar (Guaykuruan Family, Argentina). PhD dissertation, University of Oregon. 29-41.","Vidal (2001: 41) described /a/ as a mid back unrounded vowel.","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i</td><td></td><td></td></tr>
<tr><td class=""header"">Mid</td><td>e</td><td></td><td>o</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Uvular</td><td class=""header"">Pharyngeal</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Plain stop/affricate</td><td>p</td><td>t</td><td>tʃ</td><td></td><td>k</td><td>q</td><td></td><td>ʔ</td></tr>
<tr><td class=""header"">Voiced stop</td><td></td><td>d</td><td></td><td></td><td>ɡ</td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s</td><td></td><td></td><td></td><td></td><td></td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td>ɲ</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td>w</td><td></td><td>ʕ</td><td></td></tr>
<tr><td class=""header"">Lateral</td><td></td><td>l</td><td></td><td>ʎ</td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","25°00'00""S 60°00'00""W"
"1602245141-353","https://linguistics.berkeley.edu/~saphon/en/by-name.php","Andoa","https://linguistics.berkeley.edu/~saphon/en/inv/Andoa.html","Andoa","anb","Zaparoan","None","Michael, Lev, Vivian Wauters, and Christine Beier. in prep. A Reconstruction of Proto-Zaparoan phonology.","null","<table class=""inv"">
<tbody><tr><td class=""key"">Vowels</td><td class=""header"">Front</td><td class=""header"">Central</td><td class=""header"">Back</td></tr>
<tr><td class=""header"">High</td><td>i</td><td>ɨ</td><td>u</td></tr>
<tr><td class=""header"">Mid</td><td></td><td></td><td>o̝</td></tr>
<tr><td class=""header"">Low</td><td></td><td>a</td><td></td></tr>
</tbody></table>","<table class=""inv"">
<tbody><tr><td class=""key"">Consonants</td><td class=""header"">Bilabial</td><td class=""header"">Alveolar</td><td class=""header"">Post-<br>alveolar</td><td class=""header"">Palatal</td><td class=""header"">Velar</td><td class=""header"">Labio-<br>velar</td><td class=""header"">Glottal</td></tr>
<tr><td class=""header"">Stop</td><td>p&nbsp;pʲ</td><td>t&nbsp;tʲ</td><td></td><td></td><td>k&nbsp;kʲ</td><td>kʷ</td><td></td></tr>
<tr><td class=""header"">Affricate</td><td></td><td>ts</td><td>tʃ</td><td></td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Fricative</td><td></td><td>s</td><td>ʃ</td><td></td><td></td><td>hʷ</td><td>h</td></tr>
<tr><td class=""header"">Nasal</td><td>m</td><td>n</td><td></td><td>ɲ</td><td></td><td></td><td></td></tr>
<tr><td class=""header"">Approximant</td><td></td><td></td><td></td><td>j</td><td></td><td>w</td><td></td></tr>
<tr><td class=""header"">Tap, flap</td><td></td><td>ɾ&nbsp;ɾʲ</td><td></td><td></td><td></td><td></td><td></td></tr>
</tbody></table>","2°54'00""S 76°24'18""W"
